1606: T4_RUNE                                                          : Adept's Rune
7235: T6_2H_DAGGER_KATAR_AVALON@2                                      : Master's Bridled Fury
7236: T6_2H_DAGGER_KATAR_AVALON@3                                      : Master's Bridled Fury
7237: T6_2H_DAGGER_KATAR_AVALON@4                                      : Master's Bridled Fury
7238: T7_2H_DAGGER_KATAR_AVALON                                        : Grandmaster's Bridled Fury
7239: T7_2H_DAGGER_KATAR_AVALON@1                                      : Grandmaster's Bridled Fury
7240: T7_2H_DAGGER_KATAR_AVALON@2                                      : Grandmaster's Bridled Fury
7241: T7_2H_DAGGER_KATAR_AVALON@3                                      : Grandmaster's Bridled Fury
7242: T7_2H_DAGGER_KATAR_AVALON@4                                      : Grandmaster's Bridled Fury
7243: T8_2H_DAGGER_KATAR_AVALON                                        : Elder's Bridled Fury
7244: T8_2H_DAGGER_KATAR_AVALON@1                                      : Elder's Bridled Fury
7245: T8_2H_DAGGER_KATAR_AVALON@2                                      : Elder's Bridled Fury
7246: T8_2H_DAGGER_KATAR_AVALON@3                                      : Elder's Bridled Fury
7247: T8_2H_DAGGER_KATAR_AVALON@4                                      : Elder's Bridled Fury
7248: T3_MAIN_SPEAR                                                    : Journeyman's Spear
7249: T4_MAIN_SPEAR                                                    : Adept's Spear
7250: T4_MAIN_SPEAR@1                                                  : Adept's Spear
7251: T4_MAIN_SPEAR@2                                                  : Adept's Spear
7252: T4_MAIN_SPEAR@3                                                  : Adept's Spear
7253: T4_MAIN_SPEAR@4                                                  : Adept's Spear
7254: T5_MAIN_SPEAR                                                    : Expert's Spear
7255: T5_MAIN_SPEAR@1                                                  : Expert's Spear
7256: T5_MAIN_SPEAR@2                                                  : Expert's Spear
7257: T5_MAIN_SPEAR@3                                                  : Expert's Spear
7258: T5_MAIN_SPEAR@4                                                  : Expert's Spear
7259: T6_MAIN_SPEAR                                                    : Master's Spear
7260: T6_MAIN_SPEAR@1                                                  : Master's Spear
7261: T6_MAIN_SPEAR@2                                                  : Master's Spear
7262: T6_MAIN_SPEAR@3                                                  : Master's Spear
7263: T6_MAIN_SPEAR@4                                                  : Master's Spear
7264: T7_MAIN_SPEAR                                                    : Grandmaster's Spear
7265: T7_MAIN_SPEAR@1                                                  : Grandmaster's Spear
7266: T7_MAIN_SPEAR@2                                                  : Grandmaster's Spear
7267: T7_MAIN_SPEAR@3                                                  : Grandmaster's Spear
7268: T7_MAIN_SPEAR@4                                                  : Grandmaster's Spear
7269: T8_MAIN_SPEAR                                                    : Elder's Spear
7270: T8_MAIN_SPEAR@1                                                  : Elder's Spear
7271: T8_MAIN_SPEAR@2                                                  : Elder's Spear
7272: T8_MAIN_SPEAR@3                                                  : Elder's Spear
7273: T8_MAIN_SPEAR@4                                                  : Elder's Spear
7274: T4_2H_SPEAR                                                      : Adept's Pike
7275: T4_2H_SPEAR@1                                                    : Adept's Pike
7276: T4_2H_SPEAR@2                                                    : Adept's Pike
7277: T4_2H_SPEAR@3                                                    : Adept's Pike
7278: T4_2H_SPEAR@4                                                    : Adept's Pike
7279: T5_2H_SPEAR                                                      : Expert's Pike
7280: T5_2H_SPEAR@1                                                    : Expert's Pike
7281: T5_2H_SPEAR@2                                                    : Expert's Pike
7282: T5_2H_SPEAR@3                                                    : Expert's Pike
7283: T5_2H_SPEAR@4                                                    : Expert's Pike
7284: T6_2H_SPEAR                                                      : Master's Pike
7285: T6_2H_SPEAR@1                                                    : Master's Pike
7286: T6_2H_SPEAR@2                                                    : Master's Pike
7287: T6_2H_SPEAR@3                                                    : Master's Pike
7288: T6_2H_SPEAR@4                                                    : Master's Pike
7289: T7_2H_SPEAR                                                      : Grandmaster's Pike
7290: T7_2H_SPEAR@1                                                    : Grandmaster's Pike
7291: T7_2H_SPEAR@2                                                    : Grandmaster's Pike
7292: T7_2H_SPEAR@3                                                    : Grandmaster's Pike
7293: T7_2H_SPEAR@4                                                    : Grandmaster's Pike
7294: T8_2H_SPEAR                                                      : Elder's Pike
7295: T8_2H_SPEAR@1                                                    : Elder's Pike
7296: T8_2H_SPEAR@2                                                    : Elder's Pike
7297: T8_2H_SPEAR@3                                                    : Elder's Pike
7298: T8_2H_SPEAR@4                                                    : Elder's Pike
7299: T4_2H_GLAIVE                                                     : Adept's Glaive
7300: T4_2H_GLAIVE@1                                                   : Adept's Glaive
7301: T4_2H_GLAIVE@2                                                   : Adept's Glaive
7302: T4_2H_GLAIVE@3                                                   : Adept's Glaive
7303: T4_2H_GLAIVE@4                                                   : Adept's Glaive
7304: T5_2H_GLAIVE                                                     : Expert's Glaive
7305: T5_2H_GLAIVE@1                                                   : Expert's Glaive
7306: T5_2H_GLAIVE@2                                                   : Expert's Glaive
7307: T5_2H_GLAIVE@3                                                   : Expert's Glaive
7308: T5_2H_GLAIVE@4                                                   : Expert's Glaive
7309: T6_2H_GLAIVE                                                     : Master's Glaive
7310: T6_2H_GLAIVE@1                                                   : Master's Glaive
7311: T6_2H_GLAIVE@2                                                   : Master's Glaive
7312: T6_2H_GLAIVE@3                                                   : Master's Glaive
7313: T6_2H_GLAIVE@4                                                   : Master's Glaive
7314: T7_2H_GLAIVE                                                     : Grandmaster's Glaive
7315: T7_2H_GLAIVE@1                                                   : Grandmaster's Glaive
7316: T7_2H_GLAIVE@2                                                   : Grandmaster's Glaive
7317: T7_2H_GLAIVE@3                                                   : Grandmaster's Glaive
7318: T7_2H_GLAIVE@4                                                   : Grandmaster's Glaive
7319: T8_2H_GLAIVE                                                     : Elder's Glaive
7320: T8_2H_GLAIVE@1                                                   : Elder's Glaive
7321: T8_2H_GLAIVE@2                                                   : Elder's Glaive
7322: T8_2H_GLAIVE@3                                                   : Elder's Glaive
7323: T8_2H_GLAIVE@4                                                   : Elder's Glaive
7324: T4_MAIN_SPEAR_KEEPER                                             : Adept's Heron Spear
7325: T4_MAIN_SPEAR_KEEPER@1                                           : Adept's Heron Spear
7326: T4_MAIN_SPEAR_KEEPER@2                                           : Adept's Heron Spear
7327: T4_MAIN_SPEAR_KEEPER@3                                           : Adept's Heron Spear
7328: T4_MAIN_SPEAR_KEEPER@4                                           : Adept's Heron Spear
7329: T5_MAIN_SPEAR_KEEPER                                             : Expert's Heron Spear
7330: T5_MAIN_SPEAR_KEEPER@1                                           : Expert's Heron Spear
7331: T5_MAIN_SPEAR_KEEPER@2                                           : Expert's Heron Spear
7332: T5_MAIN_SPEAR_KEEPER@3                                           : Expert's Heron Spear
7333: T5_MAIN_SPEAR_KEEPER@4                                           : Expert's Heron Spear
7334: T6_MAIN_SPEAR_KEEPER                                             : Master's Heron Spear
7335: T6_MAIN_SPEAR_KEEPER@1                                           : Master's Heron Spear
7336: T6_MAIN_SPEAR_KEEPER@2                                           : Master's Heron Spear
7337: T6_MAIN_SPEAR_KEEPER@3                                           : Master's Heron Spear
7338: T6_MAIN_SPEAR_KEEPER@4                                           : Master's Heron Spear
7339: T7_MAIN_SPEAR_KEEPER                                             : Grandmaster's Heron Spear
7340: T7_MAIN_SPEAR_KEEPER@1                                           : Grandmaster's Heron Spear
7341: T7_MAIN_SPEAR_KEEPER@2                                           : Grandmaster's Heron Spear
7342: T7_MAIN_SPEAR_KEEPER@3                                           : Grandmaster's Heron Spear
7343: T7_MAIN_SPEAR_KEEPER@4                                           : Grandmaster's Heron Spear
7344: T8_MAIN_SPEAR_KEEPER                                             : Elder's Heron Spear
7345: T8_MAIN_SPEAR_KEEPER@1                                           : Elder's Heron Spear
7346: T8_MAIN_SPEAR_KEEPER@2                                           : Elder's Heron Spear
7347: T8_MAIN_SPEAR_KEEPER@3                                           : Elder's Heron Spear
7348: T8_MAIN_SPEAR_KEEPER@4                                           : Elder's Heron Spear
7349: T4_2H_HARPOON_HELL                                               : Adept's Spirithunter
7350: T4_2H_HARPOON_HELL@1                                             : Adept's Spirithunter
7351: T4_2H_HARPOON_HELL@2                                             : Adept's Spirithunter
7352: T4_2H_HARPOON_HELL@3                                             : Adept's Spirithunter
7353: T4_2H_HARPOON_HELL@4                                             : Adept's Spirithunter
7354: T5_2H_HARPOON_HELL                                               : Expert's Spirithunter
7355: T5_2H_HARPOON_HELL@1                                             : Expert's Spirithunter
7356: T5_2H_HARPOON_HELL@2                                             : Expert's Spirithunter
7357: T5_2H_HARPOON_HELL@3                                             : Expert's Spirithunter
7358: T5_2H_HARPOON_HELL@4                                             : Expert's Spirithunter
7359: T6_2H_HARPOON_HELL                                               : Master's Spirithunter
7360: T6_2H_HARPOON_HELL@1                                             : Master's Spirithunter
7361: T6_2H_HARPOON_HELL@2                                             : Master's Spirithunter
7362: T6_2H_HARPOON_HELL@3                                             : Master's Spirithunter
7363: T6_2H_HARPOON_HELL@4                                             : Master's Spirithunter
7364: T7_2H_HARPOON_HELL                                               : Grandmaster's Spirithunter
7365: T7_2H_HARPOON_HELL@1                                             : Grandmaster's Spirithunter
7366: T7_2H_HARPOON_HELL@2                                             : Grandmaster's Spirithunter
7367: T7_2H_HARPOON_HELL@3                                             : Grandmaster's Spirithunter
7368: T7_2H_HARPOON_HELL@4                                             : Grandmaster's Spirithunter
7369: T8_2H_HARPOON_HELL                                               : Elder's Spirithunter
7370: T8_2H_HARPOON_HELL@1                                             : Elder's Spirithunter
7371: T8_2H_HARPOON_HELL@2                                             : Elder's Spirithunter
7372: T8_2H_HARPOON_HELL@3                                             : Elder's Spirithunter
7373: T8_2H_HARPOON_HELL@4                                             : Elder's Spirithunter
7374: T4_2H_TRIDENT_UNDEAD                                             : Adept's Trinity Spear
7375: T4_2H_TRIDENT_UNDEAD@1                                           : Adept's Trinity Spear
7376: T4_2H_TRIDENT_UNDEAD@2                                           : Adept's Trinity Spear
7377: T4_2H_TRIDENT_UNDEAD@3                                           : Adept's Trinity Spear
7378: T4_2H_TRIDENT_UNDEAD@4                                           : Adept's Trinity Spear
7379: T5_2H_TRIDENT_UNDEAD                                             : Expert's Trinity Spear
7380: T5_2H_TRIDENT_UNDEAD@1                                           : Expert's Trinity Spear
7381: T5_2H_TRIDENT_UNDEAD@2                                           : Expert's Trinity Spear
7382: T5_2H_TRIDENT_UNDEAD@3                                           : Expert's Trinity Spear
7383: T5_2H_TRIDENT_UNDEAD@4                                           : Expert's Trinity Spear
7384: T6_2H_TRIDENT_UNDEAD                                             : Master's Trinity Spear
7385: T6_2H_TRIDENT_UNDEAD@1                                           : Master's Trinity Spear
7386: T6_2H_TRIDENT_UNDEAD@2                                           : Master's Trinity Spear
7387: T6_2H_TRIDENT_UNDEAD@3                                           : Master's Trinity Spear
7388: T6_2H_TRIDENT_UNDEAD@4                                           : Master's Trinity Spear
7389: T7_2H_TRIDENT_UNDEAD                                             : Grandmaster's Trinity Spear
7390: T7_2H_TRIDENT_UNDEAD@1                                           : Grandmaster's Trinity Spear
7391: T7_2H_TRIDENT_UNDEAD@2                                           : Grandmaster's Trinity Spear
7392: T7_2H_TRIDENT_UNDEAD@3                                           : Grandmaster's Trinity Spear
7393: T7_2H_TRIDENT_UNDEAD@4                                           : Grandmaster's Trinity Spear
7394: T8_2H_TRIDENT_UNDEAD                                             : Elder's Trinity Spear
7395: T8_2H_TRIDENT_UNDEAD@1                                           : Elder's Trinity Spear
7396: T8_2H_TRIDENT_UNDEAD@2                                           : Elder's Trinity Spear
7397: T8_2H_TRIDENT_UNDEAD@3                                           : Elder's Trinity Spear
7398: T8_2H_TRIDENT_UNDEAD@4                                           : Elder's Trinity Spear
7399: T4_MAIN_SPEAR_LANCE_AVALON                                       : Adept's Daybreaker
7400: T4_MAIN_SPEAR_LANCE_AVALON@1                                     : Adept's Daybreaker
7401: T4_MAIN_SPEAR_LANCE_AVALON@2                                     : Adept's Daybreaker
7402: T4_MAIN_SPEAR_LANCE_AVALON@3                                     : Adept's Daybreaker
7403: T4_MAIN_SPEAR_LANCE_AVALON@4                                     : Adept's Daybreaker
7404: T5_MAIN_SPEAR_LANCE_AVALON                                       : Expert's Daybreaker
7405: T5_MAIN_SPEAR_LANCE_AVALON@1                                     : Expert's Daybreaker
7406: T5_MAIN_SPEAR_LANCE_AVALON@2                                     : Expert's Daybreaker
7407: T5_MAIN_SPEAR_LANCE_AVALON@3                                     : Expert's Daybreaker
7408: T5_MAIN_SPEAR_LANCE_AVALON@4                                     : Expert's Daybreaker
7409: T6_MAIN_SPEAR_LANCE_AVALON                                       : Master's Daybreaker
7410: T6_MAIN_SPEAR_LANCE_AVALON@1                                     : Master's Daybreaker
7411: T6_MAIN_SPEAR_LANCE_AVALON@2                                     : Master's Daybreaker
7412: T6_MAIN_SPEAR_LANCE_AVALON@3                                     : Master's Daybreaker
7413: T6_MAIN_SPEAR_LANCE_AVALON@4                                     : Master's Daybreaker
7414: T7_MAIN_SPEAR_LANCE_AVALON                                       : Grandmaster's Daybreaker
7415: T7_MAIN_SPEAR_LANCE_AVALON@1                                     : Grandmaster's Daybreaker
7416: T7_MAIN_SPEAR_LANCE_AVALON@2                                     : Grandmaster's Daybreaker
7417: T7_MAIN_SPEAR_LANCE_AVALON@3                                     : Grandmaster's Daybreaker
7418: T7_MAIN_SPEAR_LANCE_AVALON@4                                     : Grandmaster's Daybreaker
7419: T8_MAIN_SPEAR_LANCE_AVALON                                       : Elder's Daybreaker
7420: T8_MAIN_SPEAR_LANCE_AVALON@1                                     : Elder's Daybreaker
7421: T8_MAIN_SPEAR_LANCE_AVALON@2                                     : Elder's Daybreaker
7422: T8_MAIN_SPEAR_LANCE_AVALON@3                                     : Elder's Daybreaker
7423: T8_MAIN_SPEAR_LANCE_AVALON@4                                     : Elder's Daybreaker
7424: T3_MAIN_AXE                                                      : Journeyman's Battleaxe
7425: T4_MAIN_AXE                                                      : Adept's Battleaxe
7426: T4_MAIN_AXE@1                                                    : Adept's Battleaxe
7427: T4_MAIN_AXE@2                                                    : Adept's Battleaxe
7428: T4_MAIN_AXE@3                                                    : Adept's Battleaxe
7429: T4_MAIN_AXE@4                                                    : Adept's Battleaxe
7430: T5_MAIN_AXE                                                      : Expert's Battleaxe
7431: T5_MAIN_AXE@1                                                    : Expert's Battleaxe
7432: T5_MAIN_AXE@2                                                    : Expert's Battleaxe
7433: T5_MAIN_AXE@3                                                    : Expert's Battleaxe
7434: T5_MAIN_AXE@4                                                    : Expert's Battleaxe
7435: T6_MAIN_AXE                                                      : Master's Battleaxe
7436: T6_MAIN_AXE@1                                                    : Master's Battleaxe
7437: T6_MAIN_AXE@2                                                    : Master's Battleaxe
7438: T6_MAIN_AXE@3                                                    : Master's Battleaxe
7439: T6_MAIN_AXE@4                                                    : Master's Battleaxe
7440: T7_MAIN_AXE                                                      : Grandmaster's Battleaxe
7441: T7_MAIN_AXE@1                                                    : Grandmaster's Battleaxe
7442: T7_MAIN_AXE@2                                                    : Grandmaster's Battleaxe
7443: T7_MAIN_AXE@3                                                    : Grandmaster's Battleaxe
7444: T7_MAIN_AXE@4                                                    : Grandmaster's Battleaxe
7445: T8_MAIN_AXE                                                      : Elder's Battleaxe
7446: T8_MAIN_AXE@1                                                    : Elder's Battleaxe
7447: T8_MAIN_AXE@2                                                    : Elder's Battleaxe
7448: T8_MAIN_AXE@3                                                    : Elder's Battleaxe
7449: T8_MAIN_AXE@4                                                    : Elder's Battleaxe
7450: T4_2H_AXE                                                        : Adept's Greataxe
7451: T4_2H_AXE@1                                                      : Adept's Greataxe
7452: T4_2H_AXE@2                                                      : Adept's Greataxe
7453: T4_2H_AXE@3                                                      : Adept's Greataxe
7454: T4_2H_AXE@4                                                      : Adept's Greataxe
7455: T5_2H_AXE                                                        : Expert's Greataxe
7456: T5_2H_AXE@1                                                      : Expert's Greataxe
7457: T5_2H_AXE@2                                                      : Expert's Greataxe
7458: T5_2H_AXE@3                                                      : Expert's Greataxe
7459: T5_2H_AXE@4                                                      : Expert's Greataxe
7460: T6_2H_AXE                                                        : Master's Greataxe
7461: T6_2H_AXE@1                                                      : Master's Greataxe
7462: T6_2H_AXE@2                                                      : Master's Greataxe
7463: T6_2H_AXE@3                                                      : Master's Greataxe
7464: T6_2H_AXE@4                                                      : Master's Greataxe
7465: T7_2H_AXE                                                        : Grandmaster's Greataxe
7466: T7_2H_AXE@1                                                      : Grandmaster's Greataxe
7467: T7_2H_AXE@2                                                      : Grandmaster's Greataxe
7468: T7_2H_AXE@3                                                      : Grandmaster's Greataxe
7469: T7_2H_AXE@4                                                      : Grandmaster's Greataxe
7470: T8_2H_AXE                                                        : The Hand of Khor
7471: T8_2H_AXE@1                                                      : The Hand of Khor
7472: T8_2H_AXE@2                                                      : The Hand of Khor
7473: T8_2H_AXE@3                                                      : The Hand of Khor
7474: T8_2H_AXE@4                                                      : The Hand of Khor
7475: T4_2H_HALBERD                                                    : Adept's Halberd
7476: T4_2H_HALBERD@1                                                  : Adept's Halberd
7477: T4_2H_HALBERD@2                                                  : Adept's Halberd
7478: T4_2H_HALBERD@3                                                  : Adept's Halberd
7479: T4_2H_HALBERD@4                                                  : Adept's Halberd
7480: T5_2H_HALBERD                                                    : Expert's Halberd
7481: T5_2H_HALBERD@1                                                  : Expert's Halberd
7482: T5_2H_HALBERD@2                                                  : Expert's Halberd
7483: T5_2H_HALBERD@3                                                  : Expert's Halberd
7484: T5_2H_HALBERD@4                                                  : Expert's Halberd
7485: T6_2H_HALBERD                                                    : Master's Halberd
7486: T6_2H_HALBERD@1                                                  : Master's Halberd
7487: T6_2H_HALBERD@2                                                  : Master's Halberd
7488: T6_2H_HALBERD@3                                                  : Master's Halberd
7489: T6_2H_HALBERD@4                                                  : Master's Halberd
7490: T7_2H_HALBERD                                                    : Grandmaster's Halberd
7491: T7_2H_HALBERD@1                                                  : Grandmaster's Halberd
7492: T7_2H_HALBERD@2                                                  : Grandmaster's Halberd
7493: T7_2H_HALBERD@3                                                  : Grandmaster's Halberd
7494: T7_2H_HALBERD@4                                                  : Grandmaster's Halberd
7495: T8_2H_HALBERD                                                    : Elder's Halberd
7496: T8_2H_HALBERD@1                                                  : Elder's Halberd
7497: T8_2H_HALBERD@2                                                  : Elder's Halberd
7498: T8_2H_HALBERD@3                                                  : Elder's Halberd
7499: T8_2H_HALBERD@4                                                  : Elder's Halberd
7500: T4_2H_HALBERD_MORGANA                                            : Adept's Carrioncaller
7501: T4_2H_HALBERD_MORGANA@1                                          : Adept's Carrioncaller
7502: T4_2H_HALBERD_MORGANA@2                                          : Adept's Carrioncaller
7503: T4_2H_HALBERD_MORGANA@3                                          : Adept's Carrioncaller
7504: T4_2H_HALBERD_MORGANA@4                                          : Adept's Carrioncaller
7505: T5_2H_HALBERD_MORGANA                                            : Expert's Carrioncaller
7506: T5_2H_HALBERD_MORGANA@1                                          : Expert's Carrioncaller
7507: T5_2H_HALBERD_MORGANA@2                                          : Expert's Carrioncaller
7508: T5_2H_HALBERD_MORGANA@3                                          : Expert's Carrioncaller
7509: T5_2H_HALBERD_MORGANA@4                                          : Expert's Carrioncaller
7510: T6_2H_HALBERD_MORGANA                                            : Master's Carrioncaller
7511: T6_2H_HALBERD_MORGANA@1                                          : Master's Carrioncaller
7512: T6_2H_HALBERD_MORGANA@2                                          : Master's Carrioncaller
7513: T6_2H_HALBERD_MORGANA@3                                          : Master's Carrioncaller
7514: T6_2H_HALBERD_MORGANA@4                                          : Master's Carrioncaller
7515: T7_2H_HALBERD_MORGANA                                            : Grandmaster's Carrioncaller
7516: T7_2H_HALBERD_MORGANA@1                                          : Grandmaster's Carrioncaller
7517: T7_2H_HALBERD_MORGANA@2                                          : Grandmaster's Carrioncaller
7518: T7_2H_HALBERD_MORGANA@3                                          : Grandmaster's Carrioncaller
7519: T7_2H_HALBERD_MORGANA@4                                          : Grandmaster's Carrioncaller
7520: T8_2H_HALBERD_MORGANA                                            : Elder's Carrioncaller
7521: T8_2H_HALBERD_MORGANA@1                                          : Elder's Carrioncaller
7522: T8_2H_HALBERD_MORGANA@2                                          : Elder's Carrioncaller
7523: T8_2H_HALBERD_MORGANA@3                                          : Elder's Carrioncaller
7524: T8_2H_HALBERD_MORGANA@4                                          : Elder's Carrioncaller
7525: T4_2H_SCYTHE_HELL                                                : Adept's Infernal Scythe
7526: T4_2H_SCYTHE_HELL@1                                              : Adept's Infernal Scythe
7527: T4_2H_SCYTHE_HELL@2                                              : Adept's Infernal Scythe
7528: T4_2H_SCYTHE_HELL@3                                              : Adept's Infernal Scythe
7529: T4_2H_SCYTHE_HELL@4                                              : Adept's Infernal Scythe
7530: T5_2H_SCYTHE_HELL                                                : Expert's Infernal Scythe
7531: T5_2H_SCYTHE_HELL@1                                              : Expert's Infernal Scythe
7532: T5_2H_SCYTHE_HELL@2                                              : Expert's Infernal Scythe
7533: T5_2H_SCYTHE_HELL@3                                              : Expert's Infernal Scythe
7534: T5_2H_SCYTHE_HELL@4                                              : Expert's Infernal Scythe
7535: T6_2H_SCYTHE_HELL                                                : Master's Infernal Scythe
7536: T6_2H_SCYTHE_HELL@1                                              : Master's Infernal Scythe
7537: T6_2H_SCYTHE_HELL@2                                              : Master's Infernal Scythe
7538: T6_2H_SCYTHE_HELL@3                                              : Master's Infernal Scythe
7539: T6_2H_SCYTHE_HELL@4                                              : Master's Infernal Scythe
7540: T7_2H_SCYTHE_HELL                                                : Grandmaster's Infernal Scythe
7541: T7_2H_SCYTHE_HELL@1                                              : Grandmaster's Infernal Scythe
7542: T7_2H_SCYTHE_HELL@2                                              : Grandmaster's Infernal Scythe
7543: T7_2H_SCYTHE_HELL@3                                              : Grandmaster's Infernal Scythe
7544: T7_2H_SCYTHE_HELL@4                                              : Grandmaster's Infernal Scythe
7545: T8_2H_SCYTHE_HELL                                                : Elder's Infernal Scythe
7546: T8_2H_SCYTHE_HELL@1                                              : Elder's Infernal Scythe
7547: T8_2H_SCYTHE_HELL@2                                              : Elder's Infernal Scythe
7548: T8_2H_SCYTHE_HELL@3                                              : Elder's Infernal Scythe
7549: T8_2H_SCYTHE_HELL@4                                              : Elder's Infernal Scythe
7550: T4_2H_DUALAXE_KEEPER                                             : Adept's Bear Paws
7551: T4_2H_DUALAXE_KEEPER@1                                           : Adept's Bear Paws
7552: T4_2H_DUALAXE_KEEPER@2                                           : Adept's Bear Paws
7553: T4_2H_DUALAXE_KEEPER@3                                           : Adept's Bear Paws
7554: T4_2H_DUALAXE_KEEPER@4                                           : Adept's Bear Paws
7555: T5_2H_DUALAXE_KEEPER                                             : Expert's Bear Paws
7556: T5_2H_DUALAXE_KEEPER@1                                           : Expert's Bear Paws
7557: T5_2H_DUALAXE_KEEPER@2                                           : Expert's Bear Paws
7558: T5_2H_DUALAXE_KEEPER@3                                           : Expert's Bear Paws
7559: T5_2H_DUALAXE_KEEPER@4                                           : Expert's Bear Paws
7560: T6_2H_DUALAXE_KEEPER                                             : Master's Bear Paws
7561: T6_2H_DUALAXE_KEEPER@1                                           : Master's Bear Paws
7562: T6_2H_DUALAXE_KEEPER@2                                           : Master's Bear Paws
7563: T6_2H_DUALAXE_KEEPER@3                                           : Master's Bear Paws
7564: T6_2H_DUALAXE_KEEPER@4                                           : Master's Bear Paws
7565: T7_2H_DUALAXE_KEEPER                                             : Grandmaster's Bear Paws
7566: T7_2H_DUALAXE_KEEPER@1                                           : Grandmaster's Bear Paws
7567: T7_2H_DUALAXE_KEEPER@2                                           : Grandmaster's Bear Paws
7568: T7_2H_DUALAXE_KEEPER@3                                           : Grandmaster's Bear Paws
7569: T7_2H_DUALAXE_KEEPER@4                                           : Grandmaster's Bear Paws
7570: T8_2H_DUALAXE_KEEPER                                             : Elder's Bear Paws
7571: T8_2H_DUALAXE_KEEPER@1                                           : Elder's Bear Paws
7572: T8_2H_DUALAXE_KEEPER@2                                           : Elder's Bear Paws
7573: T8_2H_DUALAXE_KEEPER@3                                           : Elder's Bear Paws
7574: T8_2H_DUALAXE_KEEPER@4                                           : Elder's Bear Paws
7575: T4_2H_AXE_AVALON                                                 : Adept's Realmbreaker
7576: T4_2H_AXE_AVALON@1                                               : Adept's Realmbreaker
7577: T4_2H_AXE_AVALON@2                                               : Adept's Realmbreaker
7578: T4_2H_AXE_AVALON@3                                               : Adept's Realmbreaker
7579: T4_2H_AXE_AVALON@4                                               : Adept's Realmbreaker
7580: T5_2H_AXE_AVALON                                                 : Expert's Realmbreaker
7581: T5_2H_AXE_AVALON@1                                               : Expert's Realmbreaker
7582: T5_2H_AXE_AVALON@2                                               : Expert's Realmbreaker
7583: T5_2H_AXE_AVALON@3                                               : Expert's Realmbreaker
7584: T5_2H_AXE_AVALON@4                                               : Expert's Realmbreaker
7585: T6_2H_AXE_AVALON                                                 : Master's Realmbreaker
7586: T6_2H_AXE_AVALON@1                                               : Master's Realmbreaker
7587: T6_2H_AXE_AVALON@2                                               : Master's Realmbreaker
7588: T6_2H_AXE_AVALON@3                                               : Master's Realmbreaker
7589: T6_2H_AXE_AVALON@4                                               : Master's Realmbreaker
7590: T7_2H_AXE_AVALON                                                 : Grandmaster's Realmbreaker
7591: T7_2H_AXE_AVALON@1                                               : Grandmaster's Realmbreaker
7592: T7_2H_AXE_AVALON@2                                               : Grandmaster's Realmbreaker
7593: T7_2H_AXE_AVALON@3                                               : Grandmaster's Realmbreaker
7594: T7_2H_AXE_AVALON@4                                               : Grandmaster's Realmbreaker
7595: T8_2H_AXE_AVALON                                                 : Elder's Realmbreaker
7596: T8_2H_AXE_AVALON@1                                               : Elder's Realmbreaker
7597: T8_2H_AXE_AVALON@2                                               : Elder's Realmbreaker
7598: T8_2H_AXE_AVALON@3                                               : Elder's Realmbreaker
7599: T8_2H_AXE_AVALON@4                                               : Elder's Realmbreaker
7600: T1_MAIN_SWORD                                                    : Beginner's Broadsword
7601: T2_MAIN_SWORD                                                    : Novice's Broadsword
7602: T3_MAIN_SWORD                                                    : Journeyman's Broadsword
7603: T4_MAIN_SWORD                                                    : Adept's Broadsword
7604: T4_MAIN_SWORD@1                                                  : Adept's Broadsword
7605: T4_MAIN_SWORD@2                                                  : Adept's Broadsword
7606: T4_MAIN_SWORD@3                                                  : Adept's Broadsword
7607: T4_MAIN_SWORD@4                                                  : Adept's Broadsword
7608: T5_MAIN_SWORD                                                    : Expert's Broadsword
7609: T5_MAIN_SWORD@1                                                  : Expert's Broadsword
7610: T5_MAIN_SWORD@2                                                  : Expert's Broadsword
7611: T5_MAIN_SWORD@3                                                  : Expert's Broadsword
7612: T5_MAIN_SWORD@4                                                  : Expert's Broadsword
7613: T6_MAIN_SWORD                                                    : Master's Broadsword
7614: T6_MAIN_SWORD@1                                                  : Master's Broadsword
7615: T6_MAIN_SWORD@2                                                  : Master's Broadsword
7616: T6_MAIN_SWORD@3                                                  : Master's Broadsword
7617: T6_MAIN_SWORD@4                                                  : Master's Broadsword
7618: T7_MAIN_SWORD                                                    : Grandmaster's Broadsword
7619: T7_MAIN_SWORD@1                                                  : Grandmaster's Broadsword
7620: T7_MAIN_SWORD@2                                                  : Grandmaster's Broadsword
7621: T7_MAIN_SWORD@3                                                  : Grandmaster's Broadsword
7622: T7_MAIN_SWORD@4                                                  : Grandmaster's Broadsword
7623: T8_MAIN_SWORD                                                    : Elder's Broadsword
7624: T8_MAIN_SWORD@1                                                  : Elder's Broadsword
7625: T8_MAIN_SWORD@2                                                  : Elder's Broadsword
7626: T8_MAIN_SWORD@3                                                  : Elder's Broadsword
7627: T8_MAIN_SWORD@4                                                  : Elder's Broadsword
7628: T4_2H_CLAYMORE                                                   : Adept's Claymore
7629: T4_2H_CLAYMORE@1                                                 : Adept's Claymore
7630: T4_2H_CLAYMORE@2                                                 : Adept's Claymore
7631: T4_2H_CLAYMORE@3                                                 : Adept's Claymore
7632: T4_2H_CLAYMORE@4                                                 : Adept's Claymore
7633: T5_2H_CLAYMORE                                                   : Expert's Claymore
7634: T5_2H_CLAYMORE@1                                                 : Expert's Claymore
7635: T5_2H_CLAYMORE@2                                                 : Expert's Claymore
